restaurant_id,top_lat,top_long
706173,12.9684,77.5967
706185,30.3724,78.0791
706190,28.3931,76.9674
706194,28.3984,77.3067
706206,23.0278,72.5121
706207,13.0068,77.5813
706253,19.0528,72.8996
706275,26.1725,91.7605
706320,13.0804,80.1975
706335,9.9663,76.2417
706374,12.9850,77.5600
706382,13.0104,77.5551
